Participant,Timestamp,Happy_Low_M1,Happy_Low_M2,Happy_High_M1,Happy_High_M2,Angry_Low_M1,Angry_Low_M2,Angry_High_M1,Angry_High_M2
P1,0.525,1.020481483,0.9184171716,0.9381431111,0.7980872235,0.8676570412,0.7318644509,0.8126475103,0.7740069496
P1,0.5255,0.9150174021,0.8312491608,0.8682594478,0.8351718562,0.7935642446,0.7256614009,0.8835913634,0.7553271084
P1,0.526,0.7332202779,0.8009929381,0.8603210404,0.8322571317,0.7521436471,0.7939193909,0.8305796413,0.7342936623
P1,0.5265,0.7420598392,0.8080891494,0.7598744667,0.8445375201,0.7241507505,0.8488787419,0.8339213453,0.7565123696
P1,0.527,0.7212402077,0.8128593365,0.7599807286,0.874585062,0.7700539975,0.8329978682,0.8357563055,0.763606147
P1,0.5275,0.6742824421,0.8104797104,0.8021645943,0.8791684589,0.7888068652,0.7950639113,0.8106073137,0.758320491
P1,0.528,0.6699634755,0.79894415,0.8182652642,0.8733379163,0.8674405053,0.7874956022,0.7468959135,0.8059742167
P1,0.5285,0.8699399462,0.7527771894,0.819588568,0.8635472301,0.7769884845,0.7647666255,0.8534333383,0.9673199671
P1,0.529,0.8935106942,0.6637229789,0.8361254057,0.819932919,0.6850775231,0.7793377329,0.8459636534,1.045805426
P1,0.5295,0.8688801042,0.6669551114,0.8332258764,0.8023140749,0.7665120295,0.7985036574,0.7707644723,0.9938098025
P1,0.53,0.8512920843,0.7168700679,0.7722499158,0.7733270692,0.8979936559,0.8069406068,0.7034788258,0.9235678586
P1,0.5305,0.8166421848,0.7622874231,0.7666916998,0.7521041704,0.9571209361,0.8381797158,0.7321611519,0.9439275128
P1,0.531,0.7077476444,0.7889796948,0.7529767715,0.7594848084,0.9146633955,0.8300655655,0.710873993,0.9979208008
P1,0.5315,0.6646944765,0.7855109331,0.7496092033,0.7590559567,0.7779279915,0.8278809451,0.681445282,1.026822661
P1,0.532,0.6511496695,0.7886431096,0.6913174632,0.7301532248,0.6520292517,0.8370360398,0.7830854032,0.9898646326
P1,0.5325,0.6420933766,0.793619271,0.6584087797,0.7282861409,0.6543527911,0.8385256268,0.8524742734,0.9231839838
P1,0.533,0.66721512,0.8121203533,0.7438874789,0.7440594241,0.7779623507,0.8158214823,0.932520931,0.9093182884
P1,0.5335,0.6632848622,0.8049820834,0.7913724966,0.7693560241,0.7949101941,0.8211856057,1.002329138,0.9018791537
P1,0.534,0.6479471571,0.8047618001,0.7945877812,0.7547006559,0.756174957,0.824772716,1.048572612,0.8712857258
P1,0.5345,0.6367166315,0.8408378866,0.7517040862,0.7309148506,0.741048842,0.8259498174,0.9653975931,0.8160196086
P1,0.535,0.673648196,0.8718537178,0.7776029563,0.7063929521,0.7521216359,0.8101525859,0.8693981164,0.7675544835
P1,0.5355,0.7578379225,0.8235010783,0.78113398,0.7396364917,0.7313865228,0.8032602258,0.8160797852,0.7413539564
P1,0.536,0.8324268527,0.7030964452,0.7571038939,0.7563870937,0.7867889415,0.7997315688,0.8752921614,0.7463659801
P1,0.5365,0.7155152732,0.6470996555,0.7229368033,0.803289144,0.7339668964,0.8031240519,0.8545725553,0.7533093429
P1,0.537,0.6750704265,0.6732955943,0.6931961693,0.8162247929,0.7363451038,0.8216196937,0.7108460003,0.7243818097
P1,0.5375,0.7965002665,0.6843493393,0.6437263205,0.7904295585,0.7501220295,0.801437123,0.6459132581,0.6901509596
P1,0.538,0.8975626394,0.7035766359,0.6412827565,0.7719187407,0.7698646555,0.7533828449,0.7119671529,0.702158449
P1,0.5385,0.8682304359,0.738074948,0.639256498,0.7429061747,0.7607323349,0.7358716158,0.7817527902,0.7377675659
P1,0.539,0.821812697,0.7512084195,0.6758374771,0.7494958671,0.7513532705,0.7132061877,0.8187826689,0.7970677056
P1,0.5395,0.8601281196,0.7899300657,0.7893124168,0.798299846,0.7857429105,0.6834007851,0.8362148994,0.8261552321
P1,0.54,0.9382519594,0.8051944734,0.8511553625,0.85146146,0.8011022062,0.6675613641,0.8316521041,0.8529594428
P1,0.5405,0.7990376355,0.8377853531,0.8292195361,0.8357863859,0.770224876,0.6852233927,0.8691353794,0.8330085538
P1,0.541,0.7163589689,0.8215554365,0.753192781,0.8201229539,0.8370973025,0.7435050687,0.818997698,0.8541617909
P1,0.5415,0.8404435436,0.7136473099,0.7298879203,0.8134137013,0.8901489241,0.7454652673,0.7475722301,0.8678705485
P1,0.542,0.8339627333,0.6555755556,0.7124046808,0.8132795858,0.8463172387,0.7357955809,0.8109468171,0.8670870421
P1,0.5425,0.8179334501,0.6536273519,0.8048866467,0.8028502298,0.8366615154,0.7453348727,0.9394096192,0.8626416585
P1,0.543,0.7801683422,0.6792487122,0.8344636008,0.8065494596,0.769222879,0.7575751137,1.028411617,0.8562965543
P1,0.5435,0.7687646874,0.720347112,0.7779243306,0.7884845977,0.6979531936,0.7806876401,0.9761468368,0.807987715
P1,0.544,0.789866629,0.7075935311,0.8055261112,0.8034542043,0.7370797588,0.7877021418,0.9147220881,0.745938745
P1,0.5445,0.8331878538,0.6707789317,0.7625903648,0.8753750027,0.7867895909,0.7743424643,0.9336777535,0.6756156226
P1,0.545,0.8800314583,0.6071177997,0.7557459104,0.8831080726,0.8410565464,0.7643480304,0.924490862,0.672515304
P1,0.5455,0.7863926898,0.585740879,0.735770863,0.8633301889,0.806324779,0.7186573347,0.8352324049,0.7040272518
P1,0.546,0.7512454473,0.6104996426,0.6638393371,0.8668598377,0.8169584621,0.6891540814,0.7308250733,0.7335155219
P1,0.5465,0.7378826811,0.6040705139,0.6365099208,0.8365369017,0.7829016333,0.7111517617,0.75171977,0.7781149916
P1,0.547,0.6544843677,0.6212646613,0.6447805733,0.8271405948,0.7448818207,0.7163399531,0.7892265365,0.7932504383
P1,0.5475,0.5987525071,0.6285556752,0.6941133801,0.8026858396,0.6740998285,0.7312734222,0.8072175245,0.7633306632
P1,0.548,0.7135195142,0.6404603268,0.7037373202,0.7715722844,0.7226350492,0.754788959,0.8167949248,0.7421147388
P1,0.5485,0.8417488968,0.6817761911,0.7269891773,0.7194887721,0.8204701724,0.7941179173,0.8872758502,0.7475778384
P1,0.549,0.9542629185,0.6853320647,0.7852311841,0.7296166832,0.8045562193,0.8064828699,0.9781670732,0.7326909987
P1,0.5495,0.9693616151,0.6746725057,0.8327492526,0.736227038,0.8361420855,0.7771123106,1.011753582,0.7419373106
P1,0.55,0.9361512031,0.7017439803,0.8339868641,0.746943119,0.8405498688,0.7718863613,1.006646229,0.7752325816
P1,0.5505,0.8701491053,0.7285534224,0.7886339365,0.7907155337,0.8039177996,0.8040468417,0.9418498337,0.7584671438
P1,0.551,0.8875004521,0.7158348379,0.7177225071,0.8231470422,0.8181930683,0.8737840186,0.8064357712,0.7364302777
P1,0.5515,0.8390795376,0.6855677929,0.6573573478,0.8388122588,0.8273643216,0.8800100159,0.8029234054,0.7343965197
P1,0.552,0.7915524,0.6453084278,0.6282587779,0.8232183309,0.9261142888,0.8573777585,0.8327798729,0.6701388676
P1,0.5525,0.7424690986,0.5928931129,0.6745516246,0.8191269709,0.946016391,0.8525064352,0.8506680837,0.627713473
P1,0.553,0.7125539563,0.5462387475,0.7355452564,0.7649043386,0.9294732014,0.8790205854,0.8814320754,0.6414543813
P1,0.5535,0.6711689134,0.5943635094,0.777274834,0.7019809088,0.8190416475,0.9205230775,0.8955431833,0.7044687919
P1,0.554,0.7019286276,0.6594148719,0.7744604529,0.7003290908,0.6224185265,0.9481910238,0.8511742033,0.7043441978
P1,0.5545,0.7699627438,0.6998076274,0.8287026238,0.7341674225,0.6008706193,0.9101909283,0.7729787519,0.6530980061
P1,0.555,0.7238586792,0.7232217831,0.8697142973,0.7032235665,0.6644353726,0.8356142238,0.7620417877,0.6394121015
P1,0.5555,0.6802131897,0.79550457,0.801597979,0.6645341207,0.7218606382,0.7785146134,0.7482647685,0.676572643
P1,0.556,0.7734013603,0.8733915123,0.7412406571,0.6807459753,0.6291134914,0.7651168243,0.7739566539,0.7111730631
P1,0.5565,0.8405766927,0.8938251021,0.7726099409,0.6880579065,0.6008508912,0.7586313347,0.8857562095,0.7294643382
P1,0.557,0.7919099929,0.8602916847,0.8184821088,0.6806803341,0.5858873299,0.7406042199,0.9135130676,0.7871009762
P1,0.5575,0.7623074343,0.8453509124,0.9210743698,0.7171026536,0.5266309117,0.7265261195,0.9268205641,0.8238130074
P1,0.558,0.6865194227,0.8404447919,0.9587805811,0.7397623316,0.680496449,0.7420515686,0.8828330944,0.792851093
P1,0.5585,0.6739637565,0.7726081163,0.8679911715,0.727408779,0.7470483239,0.799431088,0.8390050691,0.7904030416
P1,0.559,0.6950351289,0.7084340201,0.841111566,0.7459376961,0.841448822,0.8376831524,0.8157151674,0.7988090758
P1,0.5595,0.7301649508,0.7072981885,0.8418906384,0.8115740819,0.937536371,0.8376839054,0.8254550145,0.7843093121
P1,0.56,0.7163220522,0.7124710246,0.8303507614,0.8173350474,0.8673079622,0.824597139,0.8404943673,0.7237764609
P1,0.5605,0.7257863588,0.7075276958,0.8615422622,0.7886389013,0.8035324553,0.8120593443,0.8289738456,0.7286053181
P1,0.561,0.7445226668,0.6829013108,0.9401620169,0.7609272427,0.6851419092,0.8132656871,0.8732310305,0.7802218545
P1,0.5615,0.8754938025,0.6693547811,0.9451376128,0.8094615886,0.653766545,0.8078891345,0.8989785685,0.8323397687
P1,0.562,0.9658979596,0.6526313321,0.9525316964,0.8734622535,0.6540633622,0.8098056982,0.878984622,0.8577450937
P1,0.5625,1.011040907,0.6274642392,0.8886920565,0.8921585372,0.7370874087,0.7864345092,0.9342975932,0.8517511546
P1,0.563,0.9350020968,0.6612561333,0.9065300466,0.8921705102,0.7022353595,0.778605742,0.9981403934,0.8099359073
P1,0.5635,0.8401465465,0.6701886614,0.9052266207,0.9018039656,0.7592334536,0.7654615606,0.9242935296,0.8099600198
P1,0.564,0.8819404655,0.6773964074,0.827999237,0.9075951142,0.8887338067,0.7305443981,0.8427142533,0.8217782375
P1,0.5645,0.9114137157,0.7550536725,0.8316544678,0.8426687001,0.8532392526,0.7268937697,0.7965466767,0.8266365401
P1,0.565,0.8150687858,0.7779446132,0.8231480264,0.7780326516,0.8493849898,0.7037237945,0.7985752653,0.8246055033
P1,0.5655,0.7189741159,0.7394545296,0.7353470244,0.7642952992,0.8415641028,0.6421443266,0.8350252455,0.8095786413
P1,0.566,0.7401987965,0.7308575671,0.710217776,0.724801878,0.7609262154,0.5580196644,0.8312550506,0.7817092819
P1,0.5665,0.8223495535,0.7448720767,0.8136541106,0.7358248275,0.6445983975,0.5718600957,0.8864878803,0.7960620594
P1,0.567,0.8452097223,0.7340057425,0.8086902432,0.7611245241,0.7022109521,0.5832874695,0.853962058,0.8181606973
P1,0.5675,0.8985109399,0.6913553046,0.8165087383,0.7398739469,0.75294197,0.5762255913,0.7690696902,0.7886910603
P1,0.568,0.9114046063,0.6664828245,0.8518350498,0.6928333094,0.745384181,0.5806436942,0.7338902298,0.790718689
P1,0.5685,0.8945543977,0.6686213816,0.8768964349,0.6623989935,0.7157738967,0.6105998028,0.7455391626,0.8293367792
P1,0.569,0.8445603046,0.6834675036,0.8846649051,0.6611515004,0.8062803331,0.6446593986,0.7600643544,0.8249929748
P1,0.5695,0.7787711458,0.6528469018,0.7934161273,0.6399488713,0.8334111718,0.644575192,0.7833905829,0.8039293636
P1,0.57,0.6805491447,0.6211371856,0.795289396,0.6135738274,0.7786251007,0.657634829,0.7855892604,0.7958328773
P1,0.5705,0.6209386951,0.6068527345,0.8189965636,0.6962617645,0.7364560376,0.6714643694,0.7899307092,0.7907704653
P1,0.571,0.6049418858,0.6236688901,0.8010804339,0.7585786083,0.7967954255,0.7614355478,0.9159839151,0.7530825609
P1,0.5715,0.8039276788,0.6718651839,0.693982698,0.7458154876,0.7208080629,0.8076142388,0.9039432268,0.7645605499
P1,0.572,0.8705094194,0.6863193079,0.6587914002,0.6944054922,0.7544081865,0.796838488,0.855955718,0.8163577244
P1,0.5725,0.7915378453,0.6811423772,0.6303387333,0.6803285541,0.7850704494,0.7556070067,0.8467350249,0.8159994708
P1,0.573,0.8837072214,0.6612890827,0.6684180768,0.6613429755,0.7317005796,0.7464630023,0.8487650738,0.8136576579
P1,0.5735,0.8785606291,0.7069751464,0.6614743641,0.6357065594,0.8186277412,0.7756721502,0.831274298,0.7654116061
P1,0.574,0.8267136296,0.7383157514,0.7201576658,0.615650688,0.935769947,0.7688463302,0.7507753869,0.6891036528
P1,0.5745,0.7690988508,0.7852023802,0.805206607,0.6708828421,0.8473684791,0.6937146408,0.6727629269,0.6559291279
P1,0.575,0.7389369517,0.7776365199,0.7980392419,0.7080373223,0.8069127845,0.6289543388,0.6289906122,0.6431213358
P1,0.5755,0.7391306585,0.7062626603,0.6843710966,0.703903567,0.7342565913,0.6309315229,0.6348541332,0.6297277653
P1,0.576,0.7843859622,0.6833641749,0.621442749,0.7338075933,0.7319355393,0.7321503707,0.7892400128,0.6727471065
P1,0.5765,0.8054233265,0.7033091598,0.6595164953,0.754741206,0.808507074,0.7826952608,0.850409449,0.7175447328
P1,0.577,0.713620665,0.7334993296,0.6969184392,0.7266425857,0.8507250768,0.7765796948,0.8036682091,0.7623963429
P1,0.5775,0.7574494645,0.7554037854,0.8020333564,0.7072119957,0.8396038145,0.7660493884,0.8638472911,0.7862823532
P1,0.578,0.8457892887,0.7120578553,0.854220555,0.736308595,0.7479637016,0.7425901022,0.8402134694,0.7798289432
P1,0.5785,0.8276331307,0.738628011,0.8623158728,0.7793632463,0.6760261699,0.780352276,0.8023595731,0.7949390952
P1,0.579,0.8455342152,0.770512076,0.8135100587,0.8147765065,0.6860135657,0.7832736881,0.8213138695,0.793538649
P1,0.5795,0.9033461118,0.834075764,0.7543563215,0.8063655059,0.7263201595,0.7270936602,0.8617812645,0.8183724791
P1,0.58,0.7999620207,0.8951734431,0.6865442963,0.784099936,0.6450443009,0.6665245703,0.8251200949,0.8183479352
P1,0.5805,0.7809475344,0.8993996261,0.5884077185,0.8260734472,0.6346035855,0.704311421,0.8204021614,0.8119890388
P1,0.581,0.6877062922,0.8865985016,0.6188805203,0.8398831396,0.6751621619,0.776636122,0.8725548745,0.7833240461
P1,0.5815,0.7247785541,0.8204427234,0.7149865598,0.7876618916,0.7317779712,0.8117580503,0.8207220412,0.7312590598
P1,0.582,0.7321241668,0.8224962383,0.7870653941,0.7416586997,0.6592564388,0.7874459926,0.7595179011,0.7456303855
P1,0.5825,0.8292710472,0.8102337497,0.7932934978,0.7460037521,0.662436306,0.7876460306,0.7244458509,0.7914733616
P1,0.583,0.873589931,0.7779244394,0.6974361766,0.7395094321,0.6022245452,0.8185046161,0.7148736001,0.8004481125
P1,0.5835,0.7833140222,0.755339258,0.6745460644,0.766302238,0.7096620602,0.8690771915,0.7382911002,0.7956396072
P1,0.584,0.8087796392,0.7054320214,0.7333031346,0.747843258,0.8202787508,0.9305265862,0.7924844692,0.7921251008
P1,0.5845,0.7781770312,0.6740385752,0.8665542198,0.7312243701,0.85054793,0.9228773097,0.7856094377,0.7600362531
P1,0.585,0.741561496,0.6639762321,0.8382484684,0.7569117395,0.8275875914,0.8984323124,0.7644847562,0.7487943842
P1,0.5855,0.6880243142,0.6824657313,0.8589070624,0.7844322308,0.8974244188,0.8601069751,0.7909483898,0.7572652039
P1,0.586,0.7207271267,0.7102115574,0.8622268944,0.7914098283,0.9822285843,0.8247383468,0.7789612122,0.7771425757
P1,0.5865,0.795466174,0.7861541484,0.7565666584,0.7936937565,0.9207463924,0.8244119315,0.7269076845,0.7913826434
P1,0.587,0.8062231735,0.764664378,0.7640284345,0.7643754254,0.8394307762,0.8119937581,0.7006704978,0.8016095795
P1,0.5875,0.7295883913,0.7438068155,0.7442153545,0.7544972486,0.8187101295,0.8057453213,0.7214767994,0.794695552
P1,0.588,0.7099317102,0.7435376521,0.7314117532,0.7817442311,0.8098690377,0.8440625995,0.687271178,0.7516602259
P1,0.5885,0.631938994,0.7501328296,0.7823183071,0.797075969,0.9043048031,0.8685746908,0.7288362183,0.7031189765
P1,0.589,0.7558724823,0.7865140891,0.7048204478,0.7821693164,0.8809315018,0.8717870177,0.7832227952,0.700391401
P1,0.5895,0.8083389471,0.8585585999,0.6401280436,0.7653569527,0.8359128481,0.8307807474,0.7922149017,0.6549690959
P1,0.59,0.7008036804,0.8911772448,0.7439339816,0.794212233,0.8115749018,0.8021931659,0.8230729581,0.6180516319
P1,0.5905,0.6810412344,0.9018735205,0.7748274194,0.8111685558,0.766737174,0.8292347801,0.7730665669,0.6017043732
P1,0.591,0.7644260224,0.9034663042,0.7422717199,0.8399525044,0.7233638791,0.8283909205,0.6820655532,0.6629819648
P1,0.5915,0.7976291354,0.8939881055,0.8117068869,0.875193327,0.7084298954,0.8351400358,0.7395246525,0.7157838997
P1,0.592,0.7698227914,0.8840415539,0.865587214,0.8869079084,0.8198809312,0.7807857833,0.8174565006,0.7426733982
P1,0.5925,0.7882749467,0.9277161857,0.780780382,0.878500447,0.8676073635,0.7733746478,0.8101805316,0.795056182
P1,0.593,0.7807530904,0.9075187516,0.7584878583,0.8505373642,0.8963253199,0.8218972527,0.783483753,0.8295537157
P1,0.5935,0.7857894411,0.851377168,0.7834490588,0.8035014538,0.8182534717,0.8291562505,0.7056272261,0.8631852311
P1,0.594,0.8136784584,0.811086397,0.8076673507,0.8071159564,0.6414595083,0.8660241804,0.7749511626,0.8411388645
P1,0.5945,0.8296252248,0.8312859123,0.7906815851,0.8129095966,0.6097388696,0.873548913,0.7524638589,0.802165777
P1,0.595,0.8263215877,0.8354651684,0.842434597,0.8050351814,0.7073950363,0.8446434877,0.7776791388,0.7231001364
P1,0.5955,0.8118036238,0.7951892755,0.8746074141,0.8211055869,0.7896627059,0.8537786861,0.8260481902,0.6994087819
P1,0.596,0.770653062,0.7585053412,0.8395718943,0.7983080589,0.7731195571,0.8855413215,0.8303160885,0.6972966052
P1,0.5965,0.7257655611,0.7436531102,0.7568017469,0.7340445808,0.8055723672,0.8371687755,0.8675077968,0.7013229665
P1,0.597,0.730622021,0.7536323901,0.7733673199,0.7226784895,0.8739091746,0.7813631619,0.8679439545,0.7127130258
P1,0.5975,0.731032485,0.7408462276,0.8947730094,0.7308750886,0.8565514385,0.8306777559,0.8112228439,0.7664895367
P1,0.598,0.7393338649,0.7346794628,0.922426186,0.7174843685,0.8262575836,0.8376375693,0.7350761316,0.7761213216
P1,0.5985,0.7139809091,0.7669374858,0.8539229592,0.7216769693,0.8243582867,0.8203637415,0.7870798003,0.7666438454
P1,0.599,0.6158578285,0.8059730325,0.8162988911,0.7251503952,0.7474952459,0.8042455257,0.8230743433,0.7592831049
P1,0.5995,0.6377485286,0.7695918657,0.768663805,0.6952814312,0.6948390216,0.7720934143,0.816287763,0.7694859236
P1,0.6,0.7650700172,0.7067140557,0.6841457463,0.6791139145,0.6637646257,0.7663988659,0.7827249129,0.7714989245
P1,0.6005,0.9130464495,0.7685729313,0.7393055142,0.6745227623,0.6631752875,0.7667437664,0.825976749,0.7868541889
P1,0.601,0.9100006519,0.8573917853,0.7875894447,0.6572652913,0.6686109076,0.7169036405,0.9196562863,0.78561625
P1,0.6015,0.7947392329,0.8954923001,0.7337028915,0.6264001445,0.6727428708,0.7225398293,0.9677421402,0.8432767284
P1,0.602,0.8860342473,0.8461684605,0.714809674,0.6278563117,0.7605440521,0.772048937,0.926959071,0.8545703393
P1,0.6025,0.8685996781,0.8051523773,0.6758284642,0.605892052,0.8049091286,0.8279738833,0.9032995025,0.862289218
P1,0.603,0.8339185138,0.797130086,0.6997763328,0.6031503145,0.801846261,0.8565448627,0.9028086824,0.806308654
P1,0.6035,0.865769365,0.745958331,0.6999252702,0.6447329909,0.770870648,0.8540042996,0.7952310021,0.7166949669
P1,0.604,0.9160817026,0.7244409653,0.8000003592,0.718674779,0.8186702777,0.8391210314,0.668073159,0.6745201232
P1,0.6045,0.9494553519,0.703768555,0.8476265628,0.7349481667,0.8157359127,0.7957331159,0.7115074509,0.7171532854
P1,0.605,0.9235335913,0.7087858763,0.8115328094,0.7759608791,0.688457194,0.7716878107,0.7921351261,0.7930684302
P1,0.6055,0.8042395044,0.7874445191,0.7760839916,0.7864594668,0.6948461551,0.7727327993,0.8288224015,0.7757130294
P1,0.606,0.7559623752,0.8399087896,0.8229905583,0.7882259557,0.6867169747,0.7680475944,0.8761230265,0.7218401925
P1,0.6065,0.7599003633,0.8261544728,0.8576254226,0.7891527793,0.8123751013,0.7511255027,0.8959746519,0.7268024125
P1,0.607,0.727266213,0.8485533178,0.878460725,0.7437375218,0.860589853,0.7120740952,0.7776186199,0.7567711041
P1,0.6075,0.7175586904,0.8372281637,0.8734971119,0.6804956036,0.9179665443,0.6564159051,0.7736339667,0.7703162775
P1,0.608,0.7405752405,0.7993285671,0.8247732818,0.6968411265,0.8692937637,0.6284062839,0.8084044503,0.7818911201
P1,0.6085,0.7815397245,0.7598452967,0.8652235508,0.7716336564,0.7261129506,0.6534098672,0.7834793577,0.8513727242
P1,0.609,0.7453777204,0.7062291035,0.9294263684,0.8328256225,0.7082607701,0.6511396867,0.8251876691,0.9509504094
P1,0.6095,0.7662974696,0.6323634115,0.8024736397,0.8282514276,0.7335541428,0.6060733696,0.8277361387,1.019750161
P1,0.61,0.7842706372,0.5943477781,0.7516437346,0.8151288548,0.7301124846,0.5802951469,0.8066499418,0.995108691
P1,0.6105,0.7666376803,0.5948470475,0.7550273035,0.8439304659,0.7626443521,0.5817620636,0.7506720199,0.9816739674
P1,0.611,0.7369412628,0.6239863554,0.7706287708,0.8478968241,0.6791709819,0.6341326502,0.7666032969,0.9488239625
P1,0.6115,0.8066181216,0.6336445714,0.8472685466,0.8367409644,0.6981555706,0.7276704672,0.8076965036,0.9070807485
P1,0.612,0.7342841565,0.6388628129,0.8629521793,0.8347417995,0.805299913,0.7900662351,0.8704186051,0.8223036187
P1,0.6125,0.7462040289,0.7004280999,0.8167249394,0.8633527022,0.7375946749,0.8042389969,0.7972454614,0.7321710529
P1,0.613,0.7717823614,0.7541096419,0.7728506618,0.8921960638,0.702925199,0.7917367038,0.8555615127,0.6960453051
P1,0.6135,0.8258628478,0.7498407633,0.7506837856,0.8382651936,0.6745393277,0.8092380863,0.9285105667,0.6772218154
P1,0.614,0.7711721569,0.7717689616,0.7980568943,0.7452848916,0.6927267938,0.8517427579,0.8731421267,0.6706244445
P1,0.6145,0.7482672678,0.7854432767,0.8815178975,0.7041647924,0.7848294277,0.8614704447,0.8334656966,0.6834313862
P1,0.615,0.8124502906,0.7789436864,0.9444189208,0.7233887918,0.7334323742,0.8263376409,0.8409593647,0.6769255402
P1,0.6155,0.8226621575,0.7640543005,0.8951879601,0.7298264933,0.7059677347,0.7912569365,0.8100899498,0.697930848
P1,0.616,0.764410338,0.7769927123,0.7328046267,0.7283762659,0.7114077358,0.787042529,0.7135655847,0.7315012309
P1,0.6165,0.7647759156,0.8096201573,0.7370992512,0.7528559623,0.7695518079,0.7702981032,0.6905767054,0.7656171881
P1,0.617,0.8263538792,0.8210085241,0.9007762785,0.7309245207,0.847123185,0.7693822092,0.6880239075,0.7609737184
P1,0.6175,0.7639782148,0.8419519495,0.949255577,0.6744900842,0.7579376116,0.8025571084,0.7124755746,0.7475727614
P1,0.618,0.7797545177,0.826179771,0.9132278184,0.6813765405,0.7006631378,0.8161702374,0.7373537875,0.7603771522
P1,0.6185,0.8266678004,0.7807807918,1.034901321,0.7033526242,0.6443127332,0.8295870445,0.7525736854,0.7583348206
P1,0.619,0.8501782649,0.8057388637,1.039828295,0.7742002475,0.7145824819,0.8660507803,0.7367874583,0.7682611799
P1,0.6195,0.8067014728,0.8422515461,0.9075827701,0.8278183079,0.7109587754,0.8636895243,0.8555512697,0.7919335866
P1,0.62,0.8321219605,0.8080673488,0.8433753961,0.8159278662,0.7836306932,0.8744907893,0.8078239384,0.8045130135
P1,0.6205,0.8268104091,0.8122280558,0.840681873,0.7654041466,0.790320081,0.9128476615,0.6768289476,0.8224002687
P1,0.621,0.8099397828,0.8433171629,0.8221552959,0.7676196692,0.7236929821,0.9460191922,0.6961753285,0.8125879736
P1,0.6215,0.8356812742,0.848225688,0.7318282314,0.8142436522,0.77239645,0.9203621596,0.7563315398,0.7548442024
P1,0.622,0.9239045078,0.8540064554,0.8111796114,0.844336609,0.7502914379,0.8988300045,0.742809435,0.7039826329
P1,0.6225,0.9640960552,0.8843060639,0.8585091567,0.8570309235,0.6625754956,0.8889775102,0.7345859252,0.646222083
P1,0.623,0.9354703631,0.865791362,0.8205224674,0.8680666304,0.6485141355,0.8849182564,0.7721798486,0.6247800964
P1,0.6235,0.8797410784,0.8226007366,0.7550831998,0.8221930725,0.6632040629,0.851088229,0.79120824,0.6155775112
P1,0.624,0.7840038481,0.815670727,0.7595140488,0.762826006,0.7179249491,0.8140091818,0.7582107123,0.6790910833
P1,0.6245,0.8602526856,0.8183016766,0.7355674909,0.7407494273,0.781291646,0.84074341,0.8073176954,0.7123393176
P1,0.625,0.9228615595,0.7690527899,0.7636419856,0.757954328,0.8403008027,0.8520501352,0.7306684174,0.6891829022
P1,0.6255,0.8558076123,0.6980721134,0.8353846069,0.7803835884,0.866444271,0.9096218203,0.7192046184,0.6991038486
P1,0.626,0.7881449201,0.6922083352,0.8349527058,0.7915521907,0.7801331793,0.9497157255,0.6856485609,0.7360875095
P1,0.6265,0.8074709111,0.7593755749,0.7115636179,0.7507460081,0.7297212349,0.8947480294,0.6897618249,0.7686773884
P1,0.627,0.8381075914,0.8294928719,0.7366433367,0.7077283983,0.8291992929,0.8370121138,0.6659532659,0.7812290805
P1,0.6275,0.8258002048,0.8626738192,0.7840902877,0.6963788799,0.8756564836,0.828837885,0.7680178118,0.7982214542
P1,0.628,0.7740473705,0.881475229,0.8447627656,0.7593654944,0.8282888827,0.8669553099,0.7910751857,0.7856466369
P1,0.6285,0.7973069179,0.881217311,0.8842563616,0.7498949979,0.7183028286,0.8814075591,0.7942260111,0.7438522663
P1,0.629,0.7724795876,0.8622392335,0.9106571624,0.7051338739,0.8063249025,0.8706877325,0.7787078262,0.6706824767
P1,0.6295,0.8256522083,0.8604620184,0.8194814739,0.7387640242,0.8439987096,0.7778972761,0.8105374064,0.6357851045
P1,0.63,0.8529699104,0.8544945076,0.7906845097,0.7685990526,0.8543663679,0.7489440512,0.7191116104,0.6106524961
P1,0.6305,0.7516725238,0.8172806723,0.8259244723,0.79771031,0.9422708345,0.8379674996,0.6861644395,0.6308227427
P1,0.631,0.6767096999,0.7642537304,0.8182586851,0.8168576532,0.9504142074,0.8248503749,0.7021698139,0.6539452097
P1,0.6315,0.6572091497,0.7324310576,0.7374806939,0.8487119816,0.8288033597,0.7764850146,0.7096816778,0.6966718009
P1,0.632,0.6644715261,0.7441261701,0.6859529885,0.8181658688,0.7990411592,0.7647372655,0.7545086321,0.7114870057
P1,0.6325,0.6641264755,0.7515455163,0.6753461486,0.7471371237,0.7913442608,0.7867220615,0.8195720279,0.7376913381
P1,0.633,0.682908642,0.7870225915,0.7293024208,0.7159556704,0.7616347634,0.8347794795,0.8675581635,0.7688459813
P1,0.6335,0.7596490026,0.8193603647,0.7528250108,0.7347647482,0.758071215,0.8930779704,0.8651719196,0.7804032608
P1,0.634,0.7793685518,0.8405251005,0.7574701062,0.7333703442,0.7914022234,0.8939316578,0.8257218604,0.774922632
P1,0.6345,0.7497896522,0.8476477456,0.7778861589,0.7118457979,0.8217135256,0.8388656052,0.7918424824,0.7476845844
P1,0.635,0.669129761,0.7964336229,0.7722103455,0.7238934356,0.7849090267,0.8199926716,0.7470612368,0.6763313276
P1,0.6355,0.8380705503,0.7600900897,0.7001245905,0.7552013081,0.7188420826,0.8224308165,0.7146750162,0.6336274425
